# Total number of time periods
20
# DataFlag 1=Data, 0=MC
1
# Delta M^2_{32} and uncertainty  (in eV^2)
0.00243  0.00013
# ===============================================================
# First column is time period number, second column is row number
# The nominal period for each set of entries is one week
#
# Row 0 ==>  Start UTC  |  End UTC | Start date and time
# Row 1 ==>  Observed number of events in AD1 to AD6 
# Row 2 ==>  Live time in days for AD1 to AD6
# Row 3 ==>  Muon veto efficiency for AD1 to AD6
# Row 4 ==>  Multiplicity cut efficiency for AD1 to AD6
# Row 5 ==>  6 MeV neutron cut efficiency for AD1 to AD6
# Row 6 ==>  Uncorrelated reactor power uncertainty (relative error in %)
# Row 7 ==>  Total IBD cut efficiency uncertainty (relative error in %)
# Row 8 ==>  Total target mass for AD1 to AD6 (kg)
#### Note: The background estimates are *not* corrected for efficiencies anymore
# Row 9  ==>  Expected number of bkg events per live day (AD1 to AD6)
# Row 10 ==>  Absolute uncertainty on the bkg estimates per live day
# Row 11 ==>  Expected number of accidental events per live day (AD1 to AD6)
# Row 12 ==>  Absolute uncertainty on the accidental bkg per live day
# Row 13 ==>  Expected number of li9/he8 events per live day (AD1 to AD6)
# Row 14 ==>  Absolute uncertainty on the li9/he8 bkg per live day
# Row 15 ==>  Expected number of fast-n events per live day (AD1 to AD6)
# Row 16 ==>  Absolute uncertainty on the fast-n bkg per live day
# Row 17 ==>  Expected number of AmC-corr events per live day (AD1 to AD6)
# Row 18 ==>  Absolute uncertainty on the AmC-corr bkg per live day
# Row 19 ==>  Expected number of alpha-n events per live day (AD1 to AD6)
# Row 20 ==>  Absolute uncertainty on the alpha-n bkg per live day


# ===============================================================
13	4	0.97564	0.97597	0.9773	0.97644	0.97633	0.97613
13	5	0.88	0.88	0.88	0.88	0.88	0.88
13	6	0.8	0.8	0.8	0.8	0.8	0.8
13	7	0.3	0.3	0.3	0.3	0.3	0.3
13	8	19941	19966	19891	19913	19991	19892
13	9	14.094	14.196	12.581	3.819	3.7566	3.6753
13	10	1.5623	1.5618	2.0662	0.37422	0.37389	0.37354
13	11	9.8337	9.9458	7.6314	3.009	2.9466	2.8653
13	12	0.24544	0.24518	0.22438	0.17617	0.17549	0.17473
13	13	3	3	4	0.5	0.5	0.5
13	14	1.5	1.5	2	0.25	0.25	0.25
13	15	0.98	0.98	0.7	0.07	0.07	0.07
13	16	0.29	0.29	0.42	0.07	0.07	0.07
13	17	0.2	0.2	0.2	0.2	0.2	0.2
13	18	0.2	0.2	0.2	0.2	0.2	0.2
13	19	0.08	0.07	0.05	0.04	0.04	0.04
13	20	0.04	0.04	0.03	0.02	0.02	0.02
14	0	1332547200	1333152000	2012-03-24 00:00:00
14	1	3959	4027	3704	547	562	536
14	2	6.6097	6.6097	6.6063	6.579	6.579	6.579
14	3	0.8143	0.8108	0.8469	0.9795	0.979	0.979
14	4	0.97548	0.97598	0.97731	0.97669	0.97649	0.9763
14	5	0.88	0.88	0.88	0.88	0.88	0.88
14	6	0.8	0.8	0.8	0.8	0.8	0.8
14	7	0.3	0.3	0.3	0.3	0.3	0.3
14	8	19941	19966	19891	19913	19991	19892
14	9	14.135	14.16	12.772	3.7347	3.8002	3.7667
14	10	1.5622	1.5616	2.0662	0.37232	0.37297	0.37287
