0 0 0 0 0.000 
0 0 1 0 0.050 
0 0 2 0 0.100 
0 0 3 0 0.150 
0 0 4 0 0.200 
0 0 5 0 0.250 
0 0 6 0 0.300 
0 0 7 0 0.350 
0 0 8 0 0.400 
0 0 9 0 0.450 
0 0 10 0 0.500 
0 0 11 0 0.550 
0 0 12 0 0.600 
0 0 13 0 0.650 
0 0 14 0 0.700 
0 0 15 0 0.750 
0 0 16 0 0.800 
0 0 17 0 0.850 
0 0 18 0 0.900 
0 0 19 0 0.950 
0 0 20 10.5657 1.000 
0 0 21 52.5614 1.050 
0 0 22 80.5457 1.100 
0 0 23 105.182 1.150 
0 0 24 131.809 1.200 
0 0 25 158.158 1.250 
0 0 26 182.277 1.300 
0 0 27 205.981 1.350 
0 0 28 229.19 1.400 
0 0 29 251.662 1.450 
0 0 30 272.976 1.500 
0 0 31 293.189 1.550 
0 0 32 312.236 1.600 
0 0 33 330.091 1.650 
0 0 34 347.735 1.700 
0 0 35 367.247 1.750 
0 0 36 386.791 1.800 
0 0 37 405.534 1.850 
0 0 38 423.339 1.900 
0 0 39 440.321 1.950 
0 0 40 456.822 2.000 
0 0 41 472.36 2.050 
0 0 42 486.712 2.100 
0 0 43 499.811 2.150 
0 0 44 511.991 2.200 
0 0 45 524.116 2.250 
0 0 46 535.168 2.300 
0 0 47 544.81 2.350 
0 0 48 553.028 2.400 
0 0 49 560.481 2.450 
0 0 50 568.434 2.500 
0 0 51 575.553 2.550 
0 0 52 581.281 2.600 
0 0 53 585.547 2.650 
0 0 54 588.627 2.700 
0 0 55 591.107 2.750 
0 0 56 592.279 2.800 
0 0 57 591.858 2.850 
0 0 58 589.864 2.900 
0 0 59 587.117 2.950 
0 0 60 585.199 3.000 
0 0 61 582.405 3.050 
0 0 62 578.103 3.100 
0 0 63 572.338 3.150 
0 0 64 566.269 3.200 
0 0 65 562.028 3.250 
0 0 66 557.348 3.300 
0 0 67 551.389 3.350 
0 0 68 544.098 3.400 
0 0 69 535.824 3.450 
0 0 70 527.174 3.500 
0 0 71 517.461 3.550 
0 0 72 506.389 3.600 
0 0 73 494.047 3.650 
0 0 74 481.723 3.700 
0 0 75 471.769 3.750 
0 0 76 461.632 3.800 
0 0 77 450.417 3.850 
0 0 78 438.201 3.900 
0 0 79 426.495 3.950 
0 0 80 418.047 4.000 
0 0 81 409.87 4.050 
0 0 82 400.932 4.100 
0 0 83 391.25 4.150 
0 0 84 381.761 4.200 
0 0 85 374.15 4.250 
0 0 86 366.571 4.300 
0 0 87 358.377 4.350 
0 0 88 349.531 4.400 
0 0 89 340.197 4.450 
0 0 90 330.646 4.500 
0 0 91 320.57 4.550 
0 0 92 309.832 4.600 
0 0 93 298.567 4.650 
0 0 94 288.18 4.700 
0 0 95 281.172 4.750 
0 0 96 274.781 4.800 
0 0 97 268.06 4.850 
0 0 98 260.925 4.900 
0 0 99 253.275 4.950 
0 0 100 244.902 5.000 
0 0 101 236.035 5.050 
0 0 102 226.72 5.100 
0 0 103 217.017 5.150 
0 0 104 207.522 5.200 
0 0 105 199.316 5.250 
0 0 106 191.159 5.300 
0 0 107 182.652 5.350 
0 0 108 173.871 5.400 
0 0 109 165.796 5.450 
0 0 110 160.172 5.500 
0 0 111 155.023 5.550 
0 0 112 149.697 5.600 
0 0 113 144.174 5.650 
0 0 114 138.709 5.700 
0 0 115 133.754 5.750 
0 0 116 128.794 5.800 
0 0 117 123.653 5.850 
0 0 118 118.336 5.900 
0 0 119 112.988 5.950 
0 0 120 107.832 6.000 
0 0 121 102.627 6.050 
0 0 122 97.2639 6.100 
0 0 123 91.7542 6.150 
0 0 124 86.28 6.200 
0 0 125 81.1316 6.250 
0 0 126 75.9867 6.300 
0 0 127 70.7141 6.350 
0 0 128 65.3512 6.400 
0 0 129 60.3382 6.450 
0 0 130 56.417 6.500 
0 0 131 52.7371 6.550 
0 0 132 49.0031 6.600 
0 0 133 45.2171 6.650 
0 0 134 41.635 6.700 
0 0 135 38.7176 6.750 
0 0 136 35.9112 6.800 
0 0 137 33.0482 6.850 
0 0 138 30.1443 6.900 
0 0 139 27.4338 6.950 
0 0 140 25.2907 7.000 
0 0 141 23.2827 7.050 
0 0 142 21.2551 7.100 
0 0 143 19.1942 7.150 
0 0 144 16.3721 7.200 
0 0 145 14.0714 7.250 
0 0 146 12.4598 7.300 
0 0 147 10.9905 7.350 
0 0 148 9.65778 7.400 
0 0 149 8.45528 7.450 
0 0 150 7.37602 7.500 
0 0 151 6.4126 7.550 
0 0 152 5.55726 7.600 
0 0 153 4.80198 7.650 
0 0 154 4.13864 7.700 
0 0 155 3.55912 7.750 
0 0 156 3.0554 7.800 
0 0 157 2.61968 7.850 
0 0 158 2.24449 7.900 
0 0 159 1.92274 7.950 
0 0 160 1.64778 8.000 
0 0 161 1.4135 8.050 
0 0 162 1.21431 8.100 
0 0 163 1.04519 8.150 
0 0 164 0.901659 8.200 
0 0 165 0.779778 8.250 
0 0 166 0.676131 8.300 
0 0 167 0.58778 8.350 
0 0 168 0.512228 8.400 
0 0 169 0.447371 8.450 
0 0 170 0.391459 8.500 
0 0 171 0.343041 8.550 
0 0 172 0.300926 8.600 
0 0 173 0.264139 8.650 
0 0 174 0.231886 8.700 
0 0 175 0.203517 8.750 
0 0 176 0.178503 8.800 
0 0 177 0.156406 8.850 
0 0 178 0.136864 8.900 
0 0 179 0.119575 8.950 
0 0 180 0.10428 9.000 
0 0 181 0.0907589 9.050 
0 0 182 0.0788186 9.100 
0 0 183 0.0682902 9.150 
0 0 184 0.0590234 9.200 
0 0 185 0.0508839 9.250 
0 0 186 0.0437508 9.300 
0 0 187 0.0375149 9.350 
0 0 188 0.0320775 9.400 
0 0 189 0.0273493 9.450 
0 0 190 0.0232492 9.500 
0 0 191 0.0197043 9.550 
0 0 192 0.0166485 9.600 
0 0 193 0.0140224 9.650 
0 0 194 0.0117728 9.700 
0 0 195 0.00985174 9.750 
0 0 196 0.00821674 9.800 
0 0 197 0.00682985 9.850 
0 0 198 0.00565743 9.900 
0 0 199 0.00466977 9.950 
0 0 200 0.00384072 10.000 
0 0 201 0.00314732 10.050 
0 0 202 0.00256952 10.100 
0 0 203 0.00208985 10.150 
0 0 204 0.00169317 10.200 
0 0 205 0.00136641 10.250 
0 0 206 0.0010983 10.300 
0 0 207 0.000879209 10.350 
0 0 208 0.000700911 10.400 
0 0 209 0.000556417 10.450 
0 0 210 0.000439818 10.500 
0 0 211 0.000346136 10.550 
0 0 212 0.0002712 10.600 
0 0 213 0.000211528 10.650 
0 0 214 0.000164228 10.700 
0 0 215 0.00012691 10.750 
0 0 216 9.76051e-05 10.800 
0 0 217 7.47045e-05 10.850 
0 0 218 5.6896e-05 10.900 
0 0 219 4.31163e-05 10.950 
0 0 220 3.25079e-05 11.000 
0 0 221 2.4383e-05 11.050 
0 0 222 1.81927e-05 11.100 
0 0 223 1.35015e-05 11.150 
0 0 224 9.96564e-06 11.200 
0 0 225 7.31519e-06 11.250 
0 0 226 5.33954e-06 11.300 
0 0 227 3.87526e-06 11.350 
0 0 228 2.79625e-06 11.400 
0 0 229 2.0058e-06 11.450 
0 0 230 1.4302e-06 11.500 
0 0 231 1.01358e-06 11.550 
0 0 232 7.13897e-07 11.600 
0 0 233 4.99667e-07 11.650 
0 0 234 3.47498e-07 11.700 
0 0 235 2.40109e-07 11.750 
0 0 236 1.64817e-07 11.800 
0 0 237 1.1238e-07 11.850 
0 0 238 7.61076e-08 11.900 
0 0 239 5.11882e-08 11.950 
