0.5 0.0909629
0.615 0.0861095
0.73 0.0828645
0.845 0.0806937
0.96 0.0792723
1.075 0.078393
1.19 0.0779216
1.305 0.0777566
1.42 0.0778284
1.535 0.0780869
1.65 0.0784911
1.765 0.0790146
1.88 0.0796354
1.995 0.080335
2.11 0.0811015
2.225 0.0819193
2.34 0.0827871
2.455 0.0836934
2.57 0.0846378
2.685 0.0856054
2.8 0.0866023
2.915 0.0876141
3.03 0.0886478
3.145 0.089692
3.26 0.0907541
3.375 0.0918234
3.49 0.0929041
3.605 0.0939933
3.72 0.0950887
3.835 0.0961904
3.95 0.0972962
4.065 0.0984063
4.18 0.0995162
4.295 0.100627
4.41 0.101741
4.525 0.102859
4.64 0.103979
4.755 0.105093
4.87 0.10621
4.985 0.107328
5.1 0.108448
5.215 0.109561
5.33 0.110675
5.445 0.111788
5.56 0.112903
5.675 0.11401
5.79 0.115116
5.905 0.116221
6.02 0.117326
6.135 0.118427
6.25 0.119522
6.365 0.120616
6.48 0.121711
6.595 0.122799
6.71 0.123885
6.825 0.124967
6.94 0.126047
7.055 0.127124
7.17 0.128196
7.285 0.129263
7.4 0.130324
7.515 0.131382
7.63 0.132437
7.745 0.13349
7.86 0.13454
7.975 0.135589
8.09 0.136635
8.205 0.137671
8.32 0.138696
8.435 0.139713
8.55 0.140722
8.665 0.141724
8.78 0.142717
8.895 0.143702
9.01 0.144682
9.125 0.145657
9.24 0.146626
9.355 0.14759
9.47 0.14855
9.585 0.149508
9.7 0.150461
9.815 0.15141
9.93 0.152355
10.045 0.153299
10.16 0.154239
10.275 0.155175
10.39 0.156108
10.505 0.157039
10.62 0.157966
10.735 0.15889
10.85 0.15981
10.965 0.16073
11.08 0.161647
11.195 0.162561
11.31 0.163471
11.425 0.164377
11.54 0.165282
11.655 0.166183
11.77 0.167081
11.885 0.167975
