1.023	0.855294
1.024	0.855034
1.025	0.854855
1.026	0.854685
1.027	0.854649
1.028	0.854561
1.029	0.854539
1.03	0.854527
1.031	0.854528
1.032	0.854482
1.033	0.854529
1.034	0.854565
1.035	0.85458
1.036	0.854628
1.037	0.854633
1.038	0.854676
1.039	0.854717
1.04	0.854751
1.041	0.854832
1.042	0.854893
1.043	0.854937
1.044	0.855032
1.045	0.855049
1.046	0.855166
1.047	0.855191
1.048	0.855271
1.049	0.855369
1.05	0.85542
1.051	0.855484
1.052	0.855556
1.053	0.855639
1.054	0.855734
1.055	0.855838
1.056	0.855888
1.057	0.856002
1.058	0.856058
1.059	0.856119
1.06	0.856241
1.061	0.856301
1.062	0.856415
1.063	0.856485
1.064	0.856592
1.065	0.856675
1.066	0.856734
1.067	0.856826
1.068	0.856954
1.069	0.857003
1.07	0.857148
1.071	0.857211
1.072	0.85731
1.073	0.857383
1.074	0.857491
1.075	0.857571
1.076	0.857683
1.077	0.857765
1.078	0.857875
1.079	0.857952
1.08	0.858054
1.081	0.858179
1.082	0.858266
1.083	0.85833
1.084	0.858442
1.085	0.858544
1.086	0.858635
1.087	0.858714
1.088	0.858838
1.089	0.858948
1.09	0.859044
1.091	0.859124
1.092	0.859246
1.093	0.859299
1.094	0.859409
1.095	0.859515
1.096	0.859618
1.097	0.859716
1.098	0.85981
1.099	0.859897
1.1	0.859979
1.101	0.860111
1.102	0.860178
1.103	0.860305
1.104	0.86039
1.105	0.860488
1.106	0.8606
1.107	0.860668
1.108	0.860807
1.109	0.8609
1.11	0.861007
1.111	0.861068
1.112	0.861199
1.113	0.861288
1.114	0.861398
1.115	0.86147
1.116	0.861561
1.117	0.861672
1.118	0.861803
1.119	0.861895
1.12	0.861949
1.121	0.862078
1.122	0.862169
1.132	0.863126
1.142	0.864114
1.152	0.865084
1.162	0.866065
1.172	0.867006
1.182	0.867998
1.192	0.868936
1.202	0.869852
1.212	0.870766
1.222	0.871681
1.232	0.872632
1.242	0.873576
1.252	0.874526
1.262	0.875439
1.272	0.876366
1.282	0.877304
1.292	0.87827
1.302	0.879171
1.312	0.880108
1.322	0.881031
1.332	0.881954
1.342	0.882853
1.352	0.883746
1.362	0.884651
1.372	0.885533
1.382	0.886408
1.392	0.887293
1.402	0.888163
1.412	0.888992
1.422	0.889888
1.432	0.890737
1.442	0.891543
1.452	0.892365
1.462	0.893216
1.472	0.894021
1.482	0.894826
1.492	0.895632
1.502	0.89645
1.512	0.897251
1.522	0.898043
1.532	0.898818
1.542	0.899598
1.552	0.900353
1.562	0.901095
1.572	0.901836
1.582	0.902585
1.592	0.903313
1.602	0.904069
1.612	0.904783
1.622	0.905504
1.632	0.906231
1.642	0.906923
1.652	0.907626
1.662	0.90831
1.672	0.908982
1.682	0.909651
1.692	0.910361
1.702	0.911005
1.712	0.911667
1.722	0.912352
1.732	0.912991
1.742	0.91363
1.752	0.914237
1.762	0.914855
1.772	0.915489
1.782	0.916108
1.792	0.916717
1.802	0.917321
1.812	0.917924
1.822	0.918532
1.832	0.91909
1.842	0.91967
1.852	0.920276
1.862	0.920844
1.872	0.92141
1.882	0.92198
1.892	0.922522
1.902	0.923073
1.912	0.923638
1.922	0.924185
1.932	0.924701
1.942	0.925262
1.952	0.925772
1.962	0.926298
1.972	0.926812
1.982	0.927347
1.992	0.927842
2.002	0.928364
2.012	0.928851
2.022	0.929369
2.122	0.9341
2.222	0.938454
2.322	0.942457
2.422	0.946186
2.522	0.94958
2.622	0.952788
2.722	0.955776
2.822	0.958495
2.922	0.961084
3.022	0.963471
3.122	0.965698
3.222	0.967793
3.322	0.969806
3.422	0.971706
3.522	0.973534
3.622	0.975194
3.722	0.976768
3.822	0.978278
3.922	0.979731
4.022	0.981131
4.122	0.982426
4.222	0.983665
4.322	0.984859
4.422	0.986014
4.522	0.987126
4.622	0.988121
4.722	0.989083
4.822	0.990013
4.922	0.990914
5.022	0.991788
5.122	0.992613
5.222	0.993421
5.322	0.994201
5.422	0.994959
5.522	0.995687
5.622	0.996374
5.722	0.997028
5.822	0.997676
5.922	0.998299
6.022	0.998903
6.122	0.999474
6.222	1.00002
6.322	1.00055
6.422	1.00107
6.522	1.00159
6.622	1.00206
6.722	1.00254
6.822	1.003
6.922	1.00345
7.022	1.00389
7.122	1.0043
7.222	1.0047
7.322	1.0051
7.422	1.00548
7.522	1.00586
7.622	1.00622
7.722	1.00658
7.822	1.00693
7.922	1.00727
8.022	1.00759
8.122	1.00792
8.222	1.00824
8.322	1.00855
8.422	1.00885
8.522	1.00915
8.622	1.00943
8.722	1.00971
8.822	1.00998
8.922	1.01023
9.022	1.01049
9.122	1.01073
9.222	1.01097
9.322	1.01119
9.422	1.01142
9.522	1.01164
9.622	1.01186
9.722	1.01209
9.822	1.0123
9.922	1.01251
10.022	1.01272
10.122	1.01292
10.222	1.01313
10.322	1.01332
10.422	1.01352
10.522	1.01371
10.622	1.0139
10.722	1.01407
10.822	1.01425
10.922	1.01442
11.022	1.01459
11.122	1.01477
11.222	1.01493
11.322	1.0151
11.422	1.01526
11.522	1.01543
11.622	1.01557
11.722	1.0157
11.822	1.01584
11.922	1.01597
12.022	1.0161
12.122	1.01624
12.222	1.01637
12.322	1.01651
12.422	1.01664
12.522	1.01677
12.622	1.01691
12.722	1.01704
12.822	1.01718
12.922	1.01731
13.022	1.01744
